COMM_CODE,COMM_NAME,References
210212,Tang Doung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
050609,Prey Kmeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
140104,Reaks Chey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
050302,Chongruk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
140705,Peam Ro,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
081004,Kaoh Khsach Tonlea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
200404,Angk Prasrae,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
081016,Tuek Vil,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
200405,Chantrei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
080501,Kampong Phnum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
090203,Preaek Khsach,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
180402,Kampong Seila,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreahSihanouk__01.03.2012.pdf
081014,Ta Lon,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
210204,Kandoeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
050602,Choam Sangkae,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
090101,Andoung Tuek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
050110,Svay Chacheb,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
210215,Trapeang Sab,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
140702,Banlich Prasat,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
140108,Spueu Kha,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
081005,Krang Yov,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
140508,Trapeang Srae,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
050603,Dambouk Rung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
140105,Roung Damrei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
210211,Souphi,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
140706,Preaek Khsay Ka,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
050112,Tuol Sala,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
210202,Champei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
140501,Angkor Sar,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
200305,Kampong Ampil,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200310,Thna Thnong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
081003,Kaoh Khael,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
050310,Snam Krapeu,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
210205,Komar Reachea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
140107,Spueu Ka,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
090102,Kandaol,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
200302,Thmea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
210203,Doung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
081001,Khpob,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
200304,Chrung Popel,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
140102,Cheung Phnum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
200508,Doun Sa,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200516,Svay Yea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
140103,Chheu Kach,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
050114,Svay Rumpea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
140703,Neak Loeang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
140707,Preaek Khsay Kha,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
080506,Preaek Tonloab,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
200301,Bos Mon,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
210209,Pea Ream,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
050303,Moha Ruessei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
140306,Kou Khchak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
050309,Sdok,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
050115,Preah Khae,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
210206,Krang Leav,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
140905,Kampong Soeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
200306,Meun Chey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
210201,Chambak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
081007,Preaek Ambel,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
050102,Kat Phluk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
140106,Sdau Kaong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
210214,Trapeang Krasang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
080408,Pouthi Ban,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
080407,Leuk Daek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
200513,Svay Angk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
210604,Char,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
050307,Prey Vihear,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
200501,Angk Ta Sou,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200308,Sangkae,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
140305,Kansoam Ak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
200309,Svay Chek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
210213,Tnaot,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
050113,Kak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
140607,Preaek Krabau,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
140910,Rumchek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
210707,Rovieng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
140601,Angkor Angk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
200517,Thlok,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200307,Pong Tuek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200702,Kokir Saom,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
050104,Pheakdei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
080505,Preaek Dach,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
140907,Lvea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
210607,Kdanh,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
210613,Tang Yab,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
050105,Pheari Mean Chey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
210612,Snao,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
210705,Khvav,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
210704,Chumreah Pen,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
140311,Prey Chhor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
080405,Kaoh Thum Kha,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
200510,Kraol Kou,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200303,Chak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
050109,Pou Mreal,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
050111,Tuol Ampil,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
090202,Phnhi Meas,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
140906,Krang Svay,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
200706,Prey Ta Ei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
080404,Kaoh Thum Ka,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
210710,Sla,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
140610,Svay Phluoh,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
200509,Kouk Pring,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
050101,Basedth,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
080403,Kampong Kong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
140307,Kampong Trabaek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
200711,Svay Rumpea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
090602,Chi Kha Kraom,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
140309,Prasat,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
050103,Nitean,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
210610,Prey Lvea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
200512,Pouthi Reach,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
070309,Trapeang Plang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kampot__01.03.2012.pdf
210611,Prey Phdau,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
210606,Kampong Reab,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
080411,Preaek Thmei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
050106,Phong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
140909,Reathor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
210603,Champa,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
210708,Samraong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
200708,Romeang Thkaol,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200607,Sangkhoar,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
080504,Peam Reang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
210703,Cheung Kuon,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
070404,Srae Chaeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kampot__01.03.2012.pdf
140904,Chey Kampok,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
210602,Ban Kam,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
050107,Pou Angkrang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
200514,Svay Chrum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
210701,Boeng Tranh Khang Cheung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
140310,Pratheat,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
090601,Boeng Preav,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
140301,Ansaong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
070302,Ta Kaen,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kampot__01.03.2012.pdf
200605,Chek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200507,Chheu Teal,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
210906,Ou Saray,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
200505,Ta Suos,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200709,Sambuor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
090606,Srae Ambel,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
210709,Soeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
210608,Pou Rumchak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
210605,Kampeaeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
200704,Monourom,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
050108,Pou Chamraeun,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongSpeu__01.03.2012.pdf
210702,Boeng Tranh Khang Tboung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
090103,Ta Nuon,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
140901,Angkor Reach,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
180401,Chamkar Luong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreahSihanouk__01.03.2012.pdf
200705,Popeaek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
140911,Sena Reach Otdam,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
080402,Chrouy Ta Kaev,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
140313,Thkov,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
140308,Peam Montear,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
200602,Prey Chhlak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
140903,Boeng Daol,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
210609,Prey Kabbas,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
080410,Preaek Sdei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
210711,Trea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
200802,Bavet,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200803,Chrak Mtes,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
210914,Trapeang Thum Khang Cheung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
140602,Kampong Prasat,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
210104,Ponley,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
140603,Kaoh Chek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
090104,Thma Sa,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
210902,Cheang Tong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
200604,Pou Ta Hao,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200601,Svay Rieng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
080503,Khpob ateav,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
200703,Kandieng Reay,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
210601,Angkanh,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
200504,Chamlang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
210909,Popel,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
210908,Otdam Souriya,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
080409,Preaek Chrey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
200515,Svay Thum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200503,Chambak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
140304,Chrey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
200606,Svay Toea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
140606,Krang Ta Yang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
210706,Lumchang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
200603,Koy Trabaek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
210102,Ba Srae,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
140312,Prey Poun,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
210106,Prey Phkoam,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
090604,Chrouy Svay,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
140303,Cheang Daek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
200511,Kruos,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
080401,Chheu Khmau,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
090201,Kaoh Sdach,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KohKong__01.03.2012.pdf
200502,Basak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200801,Bati,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
210904,Leay Bour,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
140902,Banteay Chakrei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
200204,Preah Ponlea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200707,Prasout,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200108,Prey Kokir,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
070405,Srae Knong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kampot__01.03.2012.pdf
200805,Prey Angkunh,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
200209,Svay Ta Yean,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
210915,Trapeang Thum Khang Tboung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
210801,Baray,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
080412,Sampov Lun,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
210101,Angkor Borei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
210912,Ta Phem,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
210802,Roka Knong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Takeo__01.03.2012.pdf
200804,Prasat,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SvayRieng__01.03.2012.pdf
080507,Sandar,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kandal__01.03.2012.pdf
140608,Preaek Sambuor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
140908,Preah Sdach,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
140302,Cham,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreyVeng__01.03.2012.pdf
